iter	Logloss
152	0.5275890423
153	0.5273459154
154	0.5271571357
155	0.5269169503
156	0.5267749066
157	0.5264664475
158	0.5262763359
159	0.526099191
160	0.5258042166
161	0.5255874675
162	0.5254313009
163	0.5251911721
164	0.5250834668
165	0.5248382176
166	0.5246148229
167	0.5245145367
168	0.524368029
169	0.5241822286
170	0.5240387773
171	0.5237882932
172	0.5235291987
173	0.5234278282
174	0.5232056166
175	0.5230405686
176	0.5227662485
177	0.5224790013
178	0.522367595
179	0.5221761424
180	0.5220667161
181	0.521935412
182	0.5217485051
183	0.521619713
184	0.5214649923
185	0.5212050144
186	0.5210235324
187	0.5208898088
188	0.5207386134
189	0.5206285615
190	0.5204483142
191	0.5202834542
192	0.5200958166
193	0.5197904343
194	0.5196780902
195	0.5194273891
196	0.5191444898
197	0.5189465298
198	0.5187319464
199	0.5186067371
200	0.5185113507
201	0.5183085482
202	0.5180989764
203	0.5178295113
204	0.5175492566
205	0.5173183502
206	0.5171512569
207	0.5170435166
208	0.5169050845
209	0.5167527349
210	0.5166784691
211	0.5165117532
212	0.5163147094
213	0.5160493727
214	0.5159288298
215	0.5158200599
216	0.5156851494
217	0.5155412492
218	0.5153845817
219	0.5152335746
220	0.5149905655
221	0.5148255608
222	0.5146285453
223	0.5144530603
224	0.5142026093
225	0.5140786473
226	0.5139054869
227	0.5137650007
228	0.513538332
229	0.5133556764
230	0.5132331882
231	0.5130984471
232	0.5129018398
233	0.5126982831
234	0.5124763022
235	0.5122541743
236	0.5120378471
237	0.5118006878
238	0.511598623
239	0.5114298507
240	0.5112723385
241	0.5111082345
242	0.5108418916
243	0.5105783681
244	0.5103992752
245	0.5102937215
246	0.5101091939
247	0.5099315082
248	0.5097673065
249	0.5095322101
250	0.5092705265
251	0.5091110662
252	0.5088571899
253	0.5087312072
254	0.5084806253
255	0.5082536194
256	0.5079234703
257	0.507756093
258	0.5075918311
259	0.5073150735
260	0.5070691193
261	0.5069433618
262	0.5068191211
263	0.5065468633
264	0.506300426
265	0.5060810446
266	0.5059027476
267	0.5057235624
268	0.5055707688
269	0.505402348
270	0.5052389442
271	0.5049982325
272	0.504755482
273	0.5045894643
274	0.5043452569
275	0.5041346488
276	0.5039554979
277	0.503783201
278	0.5036362032
279	0.5035418425
280	0.5033885914
281	0.5031788387
282	0.5029279976
283	0.5027061953
284	0.5026253921
285	0.5024675609
286	0.5023355435
287	0.5021311182
288	0.5019287757
289	0.5017350954
290	0.5015345156
291	0.5014131566
292	0.5012987464
293	0.501147871
294	0.5010013059
295	0.5008686544
296	0.5007392822
297	0.5004793689
298	0.5003041243
299	0.5001497431
300	0.4999728856
301	0.4996785922
302	0.4995575468
303	0.49933672
304	0.4991232533
305	0.4988792673
306	0.4986436472
307	0.4984776226
308	0.4983107689
309	0.4981181018
310	0.497895531
311	0.4977287096
312	0.4975660276
313	0.4973675426
314	0.4971211032
315	0.4969492242
316	0.4967483211
317	0.4965796577
318	0.4963597175
319	0.4961724792
320	0.4959794044
321	0.4957752415
322	0.4955340205
323	0.4952777338
324	0.4951076383
325	0.4948875295
326	0.4946565923
327	0.4944288799
328	0.4941551724
329	0.4939200387
330	0.4937387524
331	0.4935987648
332	0.4934243251
333	0.4931934865
334	0.4929865377
335	0.4927915987
336	0.4926273024
337	0.4924128807
338	0.4921536023
339	0.4919787404
340	0.4918056416
341	0.4916658447
342	0.4915102699
343	0.4913157154
344	0.4911959998
345	0.4911194653
346	0.4908816016
347	0.4906935472
348	0.4905248315
349	0.4904152009
350	0.4902546758
351	0.4901124475
352	0.4899996307
353	0.4898818777
354	0.4897785425
355	0.4895865507
356	0.4893093753
357	0.4891781179
358	0.4890236801
359	0.4888020853
360	0.4886272436
361	0.4884896712
362	0.4883198378
363	0.4881446002
364	0.4879891391
365	0.4878702106
366	0.4877506614
367	0.48754062
368	0.48740652
369	0.4872010812
370	0.4870436815
371	0.4868812616
372	0.4867578885
373	0.4866246914
374	0.4864999091
375	0.4863160323
376	0.4861779067
377	0.4859886784
378	0.4858318068
379	0.4856255194
380	0.4854312504
381	0.4852391557
382	0.4851349646
383	0.4849264486
384	0.4848202171
385	0.4846299086
386	0.484485213
387	0.4843750749
388	0.4842616973
389	0.484116038
390	0.484014286
391	0.4838548197
392	0.4836740532
393	0.483503524
394	0.4833425788
395	0.4831991906
396	0.4829637831
397	0.4827837478
398	0.4826650067
399	0.4825382479
400	0.4823496278
401	0.4821814875
402	0.4820736556
403	0.4819305455
404	0.4817805538
405	0.4816372894
406	0.4815399627
407	0.4814381711
408	0.4812705683
409	0.4810785727
410	0.4809238972
411	0.4807726353
412	0.4806480353
413	0.4805162818
414	0.4803229071
415	0.4801560161
416	0.4799970077
417	0.4798616131
418	0.4797725749
419	0.4796200429
420	0.4794573035
421	0.4793158393
422	0.4791685383
423	0.4789898606
424	0.478793306
425	0.4785489713
426	0.4784095319
427	0.4782309623
428	0.4781304807
429	0.4779926273
430	0.4778588867
431	0.4776290098
432	0.4773882712
433	0.4772132672
434	0.477001622
435	0.4768577821
436	0.4767125342
437	0.4765555404
438	0.4764623783
439	0.4763273441
440	0.4761501132
441	0.4759050624
442	0.4757808997
443	0.4755767536
444	0.4754053232
445	0.4753246026
446	0.4751989777
447	0.4750630511
448	0.4748890997
449	0.4747321481
450	0.4746099536
451	0.4744394392
452	0.4742784673
453	0.4741179908
454	0.474025647
455	0.4738442628
456	0.4737391187
457	0.4735595884
458	0.4734560087
459	0.4732255781
460	0.4730625182
461	0.4729417828
462	0.4728016936
463	0.4726795508
464	0.4725138073
465	0.4723328157
466	0.472232411
467	0.4721019101
468	0.4719924981
469	0.4718865484
470	0.4718011388
471	0.4716564216
472	0.4715503417
473	0.4714477449
474	0.4713175959
475	0.4710999432
476	0.4710031595
477	0.4708232125
478	0.4706199346
479	0.4704396188
480	0.4703250785
481	0.4702296335
482	0.4701042318
483	0.4698961735
484	0.4698037519
485	0.4696791339
486	0.4695261718
487	0.4694096156
488	0.469279703
489	0.4692026003
490	0.4690104061
491	0.4687912582
492	0.4686522496
493	0.4685181466
494	0.4683466853
495	0.4681857851
496	0.4679959247
497	0.4679244576
498	0.4678333285
499	0.4677110866
500	0.4675973045
501	0.4674184568
502	0.4672763924
503	0.4671389558
504	0.4670604854
505	0.4669556544
506	0.4668496943
507	0.4666933297
508	0.4665186298
509	0.4663638919
510	0.4661998869
511	0.4659991731
512	0.4658942002
513	0.4657961907
514	0.4656551916
515	0.4654802667
516	0.4653730861
517	0.4652553863
518	0.4650945621
519	0.4649188898
520	0.464700729
521	0.4645084981
522	0.4644007715
523	0.4643106652
524	0.4641831585
525	0.4639364862
526	0.4637702826
527	0.463588998
528	0.4635356111
529	0.4633981106
530	0.4632808391
531	0.4631262615
532	0.4629361923
533	0.4628280895
534	0.4626846723
535	0.4625332919
536	0.462415808
537	0.462281623
538	0.4621907615
539	0.4619988844
540	0.4617994926
541	0.461597625
542	0.4614863128
543	0.4613910708
544	0.4612276137
545	0.4611060477
546	0.460961521
547	0.4608125667
548	0.4607174875
549	0.4605911612
550	0.4604802971
551	0.4602745278
552	0.4601480584
553	0.460005234
554	0.4598965153
555	0.4598107233
556	0.4596078256
557	0.4594257522
558	0.4593357688
559	0.4591993114
560	0.4590481517
561	0.458864403
562	0.4587664361
563	0.4586129368
564	0.4584851247
565	0.458364142
566	0.4582217682
567	0.4580011961
568	0.4578372086
569	0.4577643385
570	0.4575895383
571	0.4575273756
572	0.4573126776
573	0.4571724901
574	0.4570203052
575	0.4568995604
576	0.4567570408
577	0.4565908239
578	0.4564252921
579	0.4563267257
580	0.4562054047
581	0.4560581859
582	0.4559085591
583	0.4558209908
584	0.4556528169
585	0.4555626604
586	0.4554657197
587	0.4553384459
588	0.4552179683
589	0.4550629464
590	0.4549361969
591	0.4548151196
592	0.4546970935
593	0.4545598427
594	0.4544100493
595	0.4542238172
596	0.4541031364
597	0.4540507346
598	0.4538519908
599	0.4536878016
600	0.4535711058
601	0.4534702275
602	0.4533675915
603	0.4532101368
604	0.4530868796
605	0.4529609593
606	0.4527852472
607	0.4526623183
608	0.4525005177
609	0.4523810287
610	0.4522435803
611	0.4520875578
612	0.4520005271
613	0.4519027261
614	0.4517390393
615	0.4516156498
616	0.451495454
617	0.4513282605
618	0.4511414911
619	0.4510421265
620	0.4508578239
621	0.450761535
622	0.4506908821
623	0.450564595
624	0.4503865758
625	0.4502762372
626	0.4501224306
627	0.4499848628
628	0.4498179817
629	0.4497318478
630	0.4495555619
631	0.4494629439
632	0.4493594983
633	0.4492390238
634	0.449079425
635	0.4489202459
636	0.4487099747
637	0.4486158883
638	0.4484351795
639	0.4483512711
640	0.4482225104
641	0.4480838209
642	0.4479624185
643	0.4478727387
644	0.4477406293
645	0.4476267432
646	0.4475034575
647	0.447426374
648	0.4473072736
649	0.4471918632
650	0.4470843469
651	0.4469492072
652	0.4467995731
653	0.4467027284
654	0.4466030122
655	0.4464017584
656	0.4462361693
657	0.4461085494
658	0.4459787946
659	0.4458776662
660	0.4457638067
661	0.4456436975
662	0.4454649571
663	0.445347631
664	0.4451721524
665	0.4451321135
666	0.4450234226
667	0.444863119
668	0.4447517209
669	0.4446622506
670	0.444512276
671	0.4443808731
672	0.4441959443
673	0.44407289
674	0.4439037273
675	0.4438328772
676	0.4437723371
677	0.4435773069
678	0.4434359839
679	0.4433138279
680	0.4432004675
681	0.4430421207
682	0.4429122162
683	0.442824482
684	0.4427251734
685	0.4426577967
686	0.4425391282
687	0.4424658637
688	0.442355689
689	0.44224213
690	0.4421438352
691	0.4420392301
692	0.4419417196
693	0.4418107451
694	0.4417595476
695	0.4416530644
696	0.4415437673
697	0.4414313546
698	0.4412692192
699	0.4410991783
700	0.4410357252
701	0.4409252684
702	0.4407536422
703	0.4405828058
704	0.440477428
705	0.4402924368
706	0.4401864396
707	0.4400311927
708	0.4398976368
709	0.439787378
710	0.4396047493
711	0.4394763043
712	0.4393694511
713	0.4392022433
714	0.43911233
715	0.4390228987
716	0.4388955396
717	0.4387701231
718	0.4386254787
719	0.4385123427
720	0.4384064623
721	0.4383343219
722	0.4382698799
723	0.43815193
724	0.4379735203
725	0.4378244486
726	0.4377264003
727	0.4375732734
728	0.4374817004
729	0.4373519364
730	0.4371902592
731	0.437104509
732	0.4370250872
733	0.4369269435
734	0.4368655176
735	0.4367147108
736	0.4365706319
737	0.4364361005
738	0.4362671993
739	0.4361861002
740	0.4360773206
741	0.4359581039
742	0.4358772173
743	0.4357721283
744	0.4356149035
745	0.4354949092
746	0.4353604967
747	0.4352614474
748	0.4350667867
749	0.4349303658
750	0.4348078188
751	0.4347082291
752	0.4345853537
753	0.4344212456
754	0.4343062008
755	0.4342204416
756	0.4340428146
757	0.433930326
758	0.4337616081
759	0.4337058863
760	0.4335853553
761	0.4334656658
762	0.4333601875
763	0.433275777
764	0.4331507479
765	0.4330658639
766	0.432956481
767	0.4329075003
768	0.4327975429
769	0.4326175361
770	0.4325200779
771	0.4323851986
772	0.4322504132
773	0.432137593
774	0.432027713
775	0.4319237495
776	0.4318016174
777	0.4316977047
778	0.4315975467
779	0.431500867
780	0.4314561673
781	0.4313226968
782	0.4312230435
783	0.4310470551
784	0.4309581961
785	0.4307796812
786	0.4306420187
787	0.4305247731
788	0.4303889577
789	0.430277362
790	0.4301481283
791	0.4300314451
792	0.4299711426
793	0.4298110111
794	0.4296419442
795	0.4295309426
796	0.429444635
797	0.4293041943
798	0.429171649
799	0.4290718528
800	0.4289631917
801	0.4288390557
802	0.4287071806
803	0.4286257313
804	0.4285481071
805	0.4284321124
806	0.4282703826
807	0.428136303
808	0.4280407934
809	0.4278898694
810	0.4277941056
811	0.4276504688
812	0.4275288848
813	0.4274151887
814	0.427307632
815	0.4271999707
816	0.4270725819
817	0.4269100151
818	0.4267803929
819	0.4266883605
820	0.4265694648
821	0.426474451
822	0.4264025076
823	0.4262832104
824	0.4261632233
825	0.4260165798
826	0.4258428669
827	0.4256886917
828	0.4255739422
829	0.425444001
830	0.4253750823
831	0.4252548674
832	0.425147587
833	0.4250003699
834	0.4249212646
835	0.4247371946
836	0.4246126853
837	0.4244938135
838	0.4243170822
839	0.4242408154
840	0.4240699948
841	0.4239923489
842	0.4238361005
843	0.4237149583
844	0.423603223
845	0.4235298002
846	0.423263737
847	0.4231475385
848	0.4229940547
849	0.4229397799
850	0.4227795124
851	0.4226656103
852	0.4225077056
853	0.4223764482
854	0.4222832646
855	0.4221651707
856	0.4220676648
857	0.4219513919
858	0.4217802619
859	0.4217061432
860	0.4216451087
861	0.4215331505
862	0.4214212744
863	0.421298607
864	0.4211502888
865	0.4210298532
866	0.4209865753
867	0.4208148866
868	0.4207138928
869	0.4205123454
870	0.4204361509
871	0.420344786
872	0.4201960089
873	0.4200559612
874	0.4199986953
875	0.4198963453
876	0.4198239369
877	0.4197122704
878	0.4195463671
879	0.4194348909
880	0.4193571137
881	0.4192302323
882	0.4190790596
883	0.4189369515
884	0.4187895502
885	0.4186291724
886	0.4184553297
887	0.4183763316
888	0.4182532083
889	0.4181107773
890	0.4179842364
891	0.4178766403
892	0.417776074
893	0.4176559213
894	0.4175437216
895	0.4173802904
896	0.4172565365
897	0.4171550399
898	0.4169723658
899	0.4168464523
900	0.4167500651
901	0.4166457868
902	0.4165531684
903	0.4164033822
904	0.4163571182
905	0.4162684757
906	0.4161937984
907	0.4160656325
908	0.4160016393
909	0.4158334495
910	0.415684065
911	0.4155924796
912	0.415429375
913	0.4153612954
914	0.4151869125
915	0.4150436427
916	0.4149168329
917	0.4147872278
918	0.41462947
919	0.4144999674
920	0.4143607205
921	0.4142566538
922	0.4141247995
923	0.4140604568
924	0.4139954628
925	0.4138217903
926	0.413738279
927	0.4136367966
928	0.4135104142
929	0.4134423619
930	0.4133490827
931	0.4132176674
932	0.4131219374
933	0.4130084674
934	0.4128860339
935	0.4127254025
936	0.4126215513
937	0.4124988135
938	0.412400215
939	0.4122681861
940	0.4121449053
941	0.4120531096
942	0.4119768059
943	0.4118501507
944	0.4117741834
945	0.4116403819
946	0.4115412708
947	0.411470227
948	0.4113638259
949	0.4112185795
950	0.4111344032
951	0.4110493953
952	0.4109849318
953	0.4108371922
954	0.410718027
955	0.4106044866
956	0.4105267875
957	0.4103497597
958	0.4102389258
959	0.4101868366
960	0.4101226823
961	0.4100166898
962	0.4098816544
963	0.4097058671
964	0.4096320772
965	0.4094964919
966	0.4093433877
967	0.4092155483
968	0.4090881781
969	0.4089929896
970	0.408862442
971	0.408698527
972	0.4085588326
973	0.4084253437
974	0.408315746
975	0.4081598662
976	0.4080383687
977	0.4079316805
978	0.4078455139
979	0.4077731153
980	0.407704339
981	0.4075790063
982	0.407481818
983	0.4074086942
984	0.4072923234
985	0.4071924053
986	0.4071216393
987	0.4070416087
988	0.4068853082
989	0.4067565039
990	0.406691487
991	0.4065675161
992	0.4064910496
993	0.4063652588
994	0.4062448421
995	0.4060915685
996	0.4060045096
997	0.405945007
998	0.4058153641
999	0.4057357141
